TripId,Speed(km/h),Acceleration(m/s^2),Heading_Change(degrees),Speed(m/s),Jerk(m/s^3),Category,Usage_Per_Day
T-1,65,0.0,,0.0,0.0,Aggressive,946
T-1,64,22.22474346642798,,22.22474346642798,22.22474346642798,Aggressive,946
T-1,64,-1.4747617882376858,1.5946770599215205,20.749981678190295,-23.699505254665667,Aggressive,946
T-1,65,-0.5431509367616414,2.6593541906592946,20.206830741428654,0.9316108514760444,Aggressive,946
T-1,66,0.9019736413446253,3.5313132374243716,21.10880438277328,1.4451245781062667,Aggressive,946
T-1,67,0.2692091097364546,2.9999288627319833,21.378013492509734,-0.6327645316081707,Aggressive,946
T-1,68,-0.6256508636812335,2.144476935463759,20.7523626288285,-0.8948599734176881,Aggressive,946
T-1,68,-0.05871058691556996,1.5278549211408166,20.69365204191293,0.5669402767656635,Aggressive,946
T-1,68,0.29544171089807136,2.325776722892241,20.989093752811,0.3541522978136413,Aggressive,946
T-1,67,-0.4545280657382236,0.5550088240434721,20.534565687072778,-0.7499697766362949,Aggressive,946
T-1,66,0.0336573342265325,0.8713515120583325,20.56822302129931,0.4881853999647561,Aggressive,946
T-1,66,-0.08696071457517007,0.1931971716088721,20.48126230672414,-0.12061804880170257,Aggressive,946
T-1,65,-0.4685258088107389,0.1502146015644864,20.0127364979134,-0.38156509423556884,Aggressive,946
T-1,64,-0.18509035977547228,1.205748465396325,19.82764613813793,0.28343544903526663,Aggressive,946
T-1,64,-0.2000456284980352,0.7747116076498622,19.627600509639894,-0.01495526872256292,Aggressive,946
T-1,63,-0.22023605312438832,1.308073707944994,19.407364456515506,-0.02019042462635312,Aggressive,946
T-1,63,-0.06790103879723475,0.26021072835976966,19.33946341771827,0.15233501432715357,Aggressive,946
T-1,63,-0.14199057304999485,1.5975976578179845,19.197472844668276,-0.0740895342527601,Aggressive,946
T-1,62,0.17581144863773446,2.152648254652007,19.37328429330601,0.3178020216877293,Aggressive,946
T-1,62,-0.8917674846914849,1.5280786873837573,18.481516808614526,-1.0675789333292194,Aggressive,946
T-1,61,0.6230800976428306,3.843273970845163,19.104596906257356,1.5148475823343155,Aggressive,946
T-1,61,0.33329329190709345,1.3627481100966485,19.43789019816445,-0.2897868057357371,Aggressive,946
T-1,61,5.282743131829193e-10,1.7301963022787014e-09,19.437890198692724,-0.33329329137881913,Aggressive,946
T-1,60,-0.31390694174808687,0.04949958283232042,19.123983256944637,-0.3139069422763612,Aggressive,946
T-1,60,0.08281679083638238,0.2215752019424295,19.20680004778102,0.39672373258446925,Aggressive,946
T-1,59,-0.4164191782321822,1.6062228208977276,18.790380869548837,-0.4992359690685646,Aggressive,946
T-1,59,-0.4780594057890646,0.9399663297100235,18.312321463759773,-0.061640227556882365,Aggressive,946
T-1,59,0.07975596891645509,1.7169927926922985,18.392077432676228,0.5578153747055197,Aggressive,946
T-1,59,-0.052795342105802945,2.214129616707116,18.339282090570425,-0.13255131102225803,Aggressive,946
T-1,59,-0.19603181474089126,1.7762914578562474,18.143250275829534,-0.14323647263508832,Aggressive,946
T-1,60,-0.11644966047227001,3.30165795868092,18.026800615357264,0.07958215426862125,Aggressive,946
T-1,60,-0.2622822231172499,1.1492538681394766,17.764518392240014,-0.1458325626449799,Aggressive,946
T-1,60,0.083242369983207,1.4934604486365002,17.84776076222322,0.3455245931004569,Aggressive,946
T-1,61,0.3698843029854437,0.7836022403157358,18.217645065208664,0.2866419330022367,Aggressive,946
T-1,61,-1.1408926901198697,0.2843608981317953,17.076752375088795,-1.5107769931053134,Aggressive,946
T-1,61,0.7193745770105657,6.061419908798405,17.79612695209936,1.8602672671304354,Aggressive,946
T-1,61,-0.197870786438596,2.092994325491329,17.598256165660764,-0.9172453634491617,Aggressive,946
T-1,61,-0.6828419479862937,1.3932971534056826,16.91541421767447,-0.4849711615476977,Aggressive,946
T-1,61,0.11244437397427731,3.001423237390744,17.027858591648748,0.795286321960571,Aggressive,946
T-1,61,0.19689375078923277,3.7717015335013855,17.22475234243798,0.08444937681495546,Aggressive,946
T-1,61,0.07370365745099505,0.4607885563071383,17.298455999888976,-0.12319009333823772,Aggressive,946
T-1,61,0.03424027655607986,2.323251616262355,17.332696276445056,-0.03946338089491519,Aggressive,946
T-1,61,0.002494040931463104,1.5146853392418387,17.33519031737652,-0.03174623562461676,Aggressive,946
T-1,60,0.4949139579162001,1.0968194493375443,17.83010427529272,0.49241991698473697,Aggressive,946
T-1,60,-0.7819467978932444,1.732460678694468,17.048157477399474,-1.2768607558094445,Aggressive,946
T-1,60,0.22564640168099714,2.3726378342618335,17.27380387908047,1.0075931995742415,Aggressive,946
T-1,59,-0.49623157971993237,1.2992339208013333,16.77757229936054,-0.7218779814009295,Aggressive,946
T-1,56,0.012878795394936304,0.3768413127460835,16.790451094755475,0.5091103751148687,Aggressive,946
T-1,53,-1.1100024412804732,4.811859174262442,15.680448653475002,-1.1228812366754095,Aggressive,946
T-1,49,-0.4345433864982873,0.8940637104097421,15.245905266976715,0.6754590547821859,Aggressive,946
T-1,48,-1.3517521563163442,2.008323693774125,13.89415311066037,-0.9172087698180569,Moderate,946
T-1,46,-0.21682946857605678,357.22072480127594,13.677323642084314,1.1349226877402874,Aggressive,946
T-1,43,-0.6436990960840774,2.0489508717529104,13.033624546000237,-0.4268696275080206,Moderate,946
T-1,38,-0.7579207652872366,1.2828570856258714,12.275703780713,-0.11422166920315924,Moderate,946
T-1,33,-1.347851752793117,0.5275705259067289,10.927852027919883,-0.5899309875058805,Moderate,946
T-1,29,-1.4490569763677996,0.040993865978305066,9.478795051552083,-0.10120522357468253,Safe,946
T-1,27,-1.6200809959737104,347.16204540126785,7.858714055578373,-0.17102401960591074,Aggressive,946
T-1,27,0.034502601383191056,24.217341136547844,7.893216656961564,1.6545835973569014,Aggressive,946
T-1,30,1.1330219187414867,19.653824067311433,9.02623857570305,1.0985193173582957,Aggressive,946
T-1,34,1.013864551460152,11.7173214175235,10.040103127163203,-0.11915736728133464,Aggressive,946
T-1,38,0.9957253600180902,7.481525861714351,11.035828487181293,-0.018139191442061886,Moderate,946
T-1,42,2.3304557218385593,14.985810328715932,13.366284209019852,1.3347303618204691,Aggressive,946
T-1,45,1.4256444982751457,1.6611120418902776,14.791928707294998,-0.9048112235634136,Moderate,946
T-1,48,1.3419940232605096,0.6108945825861433,16.133922730555508,-0.08365047501463607,Aggressive,946
T-1,49,1.1155518340541342,0.19072244971369542,17.249474564609642,-0.2264421892063755,Aggressive,946
T-1,50,0.5608752779424684,0.2649150767255929,17.81034984255211,-0.5546765561116658,Aggressive,946
T-1,52,0.22843770259635932,0.31279968402387304,18.03878754514847,-0.33243757534610907,Aggressive,946
T-1,53,0.875751169111453,0.8380102926944301,18.914538714259923,0.6473134665150937,Aggressive,946
T-1,53,-0.004898406888894868,0.3363783180703104,18.909640307371028,-0.8806495760003479,Aggressive,946
T-1,54,0.5599966460336994,0.25950738934506334,19.469636953404727,0.5648950529225942,Aggressive,946
T-1,55,3.6060043839825084e-11,2.3214995842189467e-09,19.469636953440787,-0.5599966459976393,Aggressive,946
T-1,55,0.3283963592750716,0.3653690171432648,19.79803331271586,0.32839635923901156,Aggressive,946
T-1,55,-1.6091945553853293e-09,2.1040005328817457e-09,19.798033311106664,-0.32839636088426616,Aggressive,946
T-1,56,0.4402534742593289,0.3638563380538121,20.238286785365993,0.4402534758685235,Aggressive,946
T-1,56,0.013727594040261692,0.9428136733808118,20.252014379406255,-0.42652588021906723,Aggressive,946
T-1,57,0.09735138843673496,0.9531242326620949,20.34936576784299,0.08362379439647327,Aggressive,946
T-1,57,0.4576835220427604,0.8775472528436054,20.80704928988575,0.36033213360602545,Aggressive,946
T-1,57,-0.12444269937686414,0.9078144341979152,20.682606590508886,-0.5821262214196246,Aggressive,946
T-1,57,0.12444269779931005,0.9078144344069922,20.807049288308196,0.2488853971761742,Aggressive,946
T-1,57,-0.005046544049090329,0.3057620796089317,20.802002744259106,-0.12948924184840038,Aggressive,946
T-1,56,-0.11551464734657912,0.2943869985909385,20.686488096912527,-0.1104681032974888,Aggressive,946
T-1,56,-0.09575743841142881,0.9387824357521722,20.590730658501098,0.019757208935150317,Aggressive,946
