TripId,Time_Step,Speed(km/h),Acceleration(m/s^2),Heading_Change(degrees),Latitude,Longitude
T-1,1,0.3212577032262365,-2.6264865951069716,83.4369698852215,39.58019810248496,-82.20720110656316
T-1,2,29.676628226808557,0.5867168059196812,83.22023389116,39.279409236275484,-82.22360821128973
T-1,3,0.3017038267735428,1.436483028358726,42.34713094747653,39.08307578798984,-82.6826957524769
T-1,4,96.97316286504577,0.20617883864803455,50.933264214283874,39.54752545810391,-82.00157652742742
T-1,5,108.76521001689414,-2.0260874394977213,14.22781062805471,39.64164843460654,-82.55599769124277
T-1,6,77.92259170688921,-1.4096954973084903,89.45809989551285,39.61260715070368,-82.31982410772025
T-1,7,26.199356122016233,0.7129028899529737,73.07590874183107,39.993973360492625,-82.94141362252145
T-1,8,79.38594264928356,-2.0346401296959793,48.108175492930094,39.2051329646166,-82.5604167895245
T-1,9,57.094157554615954,2.3336051755039797,37.17447120259126,39.46334820782276,-82.69289766168947
T-1,10,6.171456731112164,2.2459187934824865,11.01397977933611,39.7877969585958,-82.5286708943486
T-1,11,111.76582622033966,-1.6725245037046863,10.213167823053356,39.57719601639233,-82.3983382519993
T-1,12,35.688737111755515,-2.4983467912041677,55.44415620177609,39.65318054070942,-82.82013966863886
T-1,13,45.97554647329754,-0.1294277599041127,56.77013382454383,39.301206253513854,-82.32154659509725
T-1,14,62.505391022975154,-1.915336856735643,13.636850981403978,39.94447260402524,-82.4533301171672
T-1,15,78.91624898739627,1.09921659833201,50.110421357530214,39.095439949866794,-82.3427045742738
T-1,16,18.520938226707763,-0.45409964927109003,73.93367442936486,39.480492313806124,-82.18621709430856
T-1,17,61.108200168280895,-1.595275890626739,67.04574100882516,39.05909132298561,-82.77487857514198
T-1,18,83.34418932012683,2.301009954788551,41.22585036610934,39.919947419988006,-82.99659587259755
T-1,19,15.557712815098919,1.6250525468397896,44.035136464655196,39.654341446612534,-82.41007057581446
T-1,20,53.27532344068552,-0.8123057104014686,51.06999778472924,39.53198526185937,-82.52416710913623
T-1,21,5.742806029255094,0.45883414038772496,66.22804195128965,39.50648030566788,-82.30471587021378
T-1,22,94.6028618819287,1.6018733543575632,36.47813197064942,39.353845430255284,-82.54362063684043
T-1,23,20.178015061042057,-2.412334123842677,32.42205576863312,39.09670348741012,-82.42906379526369
T-1,24,93.4993506087818,-2.4967951215993933,78.51932862281583,39.375762509349165,-82.17119241311653
T-1,25,50.665075078764055,-1.007112946797268,23.98474972148974,39.53819582581738,-82.13393719154894
T-1,26,23.49050408510383,-0.13873822308629968,77.92233212414848,39.44925292696125,-82.18859011183511
T-1,27,76.99115082787179,0.03074693626739755,12.399204748255404,39.097345592990266,-82.45062858618135
T-1,28,51.14312898934342,2.2261106910696844,65.84522520992995,39.877302142500234,-82.09630474665359
T-1,29,8.495004069228425,0.873185221965322,45.00792588020127,39.0790729130302,-82.63089571340589
T-1,30,12.749836041392996,1.6149298640649192,44.287093768497144,39.29593542983199,-82.7020618895528
T-1,31,34.03507821362694,-0.3769992270175013,56.24028281681075,39.118297152639244,-82.6489460304342
T-1,32,28.71539835181896,-0.11525818238583074,49.403029932618814,39.227907375670654,-82.54631771672521
T-1,33,71.28257745324824,-2.506067772069652,33.163400604200234,39.92468291625344,-82.03162613321314
T-1,34,4.344898872589669,-1.628087253112846,9.15216504747625,39.193231793504594,-82.57736897732217
T-1,35,52.53875458821928,-0.8595457712284174,20.538825951469796,39.37544288562289,-82.0140415973498
T-1,36,90.90748325891491,-0.9112403629329981,57.451100312355685,39.0008141263964,-82.47230184790114
T-1,37,17.703520618079715,2.4691161016528174,57.796744921871735,39.354965347349406,-82.97567885017057
T-1,38,95.15890071459965,0.36652589278433023,15.289996478547398,39.96664184405797,-82.66243898604864
T-1,39,109.5612607313334,0.4833173743891157,86.48233987276241,39.767099363159566,-82.03160013770572
T-1,40,22.03056698436351,-2.9273113318416852,19.898392847636583,39.60199661667789,-82.56569895158461
T-1,41,77.90408955982709,-1.9294731954484416,77.26356124607388,39.095217399987874,-82.76103982382857
T-1,42,63.14661965819889,-0.26222453092334597,39.90097252378534,39.01512276978435,-82.09055152040817
T-1,43,57.25681580615244,2.9485246618959042,0.24367019415803326,39.32424287698727,-82.5548282093888
T-1,44,97.66867214766754,-2.914179400418175,49.74880848765976,39.84807601862028,-82.61498788101645
T-1,45,29.29061554051156,-1.3839071353301042,39.440198385371716,39.88488673600935,-82.1203499839279
T-1,46,90.78663665381404,-0.5836802961282967,87.75428748024271,39.94553191588518,-82.33735820425889
T-1,47,112.91109817085275,2.5081334907540827,51.34362052756139,39.752521429120605,-82.52846272732289
T-1,48,42.33196615452385,2.8970873223407434,18.867486755247008,39.75945546770507,-82.64924041172337
T-1,49,56.88608750744494,0.757238560846285,61.06866807862458,39.79505567316284,-82.96980727088771
T-1,50,96.95538244008671,-2.6188714862578686,39.41306275824558,39.85065001179555,-82.5605230462171
T-1,51,68.86819020689609,0.0065397064771688385,79.96582162075163,39.94037291633519,-82.80969560266931
T-1,52,84.14472656455537,1.5722737789980012,53.384037686077,39.9859195348145,-82.04137721036419
T-1,53,8.306054415727369,-2.438300251151995,47.273048716249505,39.504272648579885,-82.31223470285582
T-1,54,7.988351497721822,2.4600143977203217,4.184288266882357,39.731341956231574,-82.92391750354581
T-1,55,50.200664878079365,-0.3199439065000824,29.525050569353354,39.16011611974262,-82.90478308572312
T-1,56,101.56636214835154,1.7749062934626743,36.272868130108606,39.387396643466126,-82.36346930480927
T-1,57,0.5659924373153125,-2.760419943160616,82.36825299636497,39.2025533478118,-82.79356543952585
T-1,58,1.0432614680819041,-1.7359236190250704,14.389728661888448,39.62075798972733,-82.13695088077533
T-1,59,96.47055613565864,2.222969500540243,77.59993388073302,39.31357030122855,-82.6541503618139
T-1,60,106.59713646835857,0.37674018989700686,8.70804869091886,39.74105925456158,-82.88611625417178
T-1,61,29.195600071314573,-2.3352227148411746,23.166335932109117,39.593846844046574,-82.62939034976225
T-1,62,73.64775262719803,2.472140316562693,51.90528811647989,39.632104848369885,-82.89624599856754
T-1,63,82.95685188168899,-1.9674061407955872,0.20267243215428277,39.13161835868981,-82.78260694448065
T-1,64,31.82852923456476,1.0358728484381166,8.236205639501796,39.5824904154666,-82.2170362387208
T-1,65,62.85877779607706,2.309863363544478,82.73420389756257,39.17761113820731,-82.57621379645204
T-1,66,118.93155415037576,-0.39732663708430316,60.80775060365639,39.35942800386989,-82.40762386637712
T-1,67,78.19717077150133,-1.3577229333667533,48.70423370015283,39.15925942103372,-82.00683482844521
T-1,68,37.942894955523215,0.8710315388657257,89.60990684786482,39.31785996821787,-82.93505136069643
T-1,69,79.3294715178435,0.10106689851533979,69.96681037574571,39.985122030231636,-82.17625053785241
T-1,70,43.14740178838167,-2.132402712938057,50.31166756302587,39.47060139731433,-82.37867418291052
T-1,71,19.908763481588558,-2.536696387083312,17.221148673890447,39.43371759144131,-82.71530099092415
T-1,72,86.66250261536877,1.97197683077274,29.417730805351823,39.01229234564026,-82.28829435797763
T-1,73,108.33450433299924,-2.0847305910636056,36.82821909137659,39.88915547363673,-82.46147032484315
T-1,74,2.9518365741718977,2.5150390969098195,46.99578640103862,39.25889580630538,-82.66584816817297
T-1,75,116.64147727259405,-2.647290167429661,88.8056610123702,39.51153804835806,-82.7679205703729
T-1,76,44.227760831458326,-2.7496640583620757,30.246855728392532,39.47177826753164,-82.06394273049892
